[2023-08-29T03:27:34.571+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings permission to 509
[2023-08-29T03:27:34.572+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings'
[2023-08-29T03:27:34.605+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings permission to 509
[2023-08-29T03:27:34.606+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T03:27:33.248557+00:00/task_id=extract_listings'
[2023-08-29T03:27:34.659+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T03:27:33.248557+00:00 [queued]>
[2023-08-29T03:27:34.670+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T03:27:33.248557+00:00 [queued]>
[2023-08-29T03:27:34.671+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-08-29T03:27:34.692+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): extract_listings> on 2023-08-29 03:27:33.248557+00:00
[2023-08-29T03:27:34.699+0000] {standard_task_runner.py:57} INFO - Started process 671 to run task
[2023-08-29T03:27:34.704+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'Autotrader_ETL_DAG', 'extract_listings', 'manual__2023-08-29T03:27:33.248557+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/autotrader_etl.py', '--cfg-path', '/tmp/tmp11qj3s6u']
[2023-08-29T03:27:34.708+0000] {standard_task_runner.py:85} INFO - Job 29: Subtask extract_listings
[2023-08-29T03:27:48.615+0000] {logging_mixin.py:151} INFO - page 13 succesfully scraped
[2023-08-29T03:27:49.302+0000] {logging_mixin.py:151} INFO - page 14 succesfully scraped
[2023-08-29T03:27:50.227+0000] {logging_mixin.py:151} INFO - page 15 succesfully scraped
[2023-08-29T03:27:51.467+0000] {logging_mixin.py:151} INFO - page 16 succesfully scraped
[2023-08-29T03:27:52.077+0000] {logging_mixin.py:151} INFO - page 17 succesfully scraped
[2023-08-29T03:27:52.875+0000] {logging_mixin.py:151} INFO - page 18 succesfully scraped
[2023-08-29T03:27:53.667+0000] {logging_mixin.py:151} INFO - page 19 succesfully scraped
[2023-08-29T03:27:54.440+0000] {logging_mixin.py:151} INFO - page 20 succesfully scraped
[2023-08-29T03:27:55.047+0000] {logging_mixin.py:151} INFO - page 21 succesfully scraped
[2023-08-29T03:27:55.957+0000] {logging_mixin.py:151} INFO - page 22 succesfully scraped
[2023-08-29T03:27:56.854+0000] {logging_mixin.py:151} INFO - page 23 succesfully scraped
[2023-08-29T03:27:57.915+0000] {logging_mixin.py:151} INFO - page 24 succesfully scraped
[2023-08-29T03:27:58.675+0000] {logging_mixin.py:151} INFO - page 25 succesfully scraped
[2023-08-29T03:27:59.744+0000] {logging_mixin.py:151} INFO - page 26 succesfully scraped
[2023-08-29T03:28:01.339+0000] {logging_mixin.py:151} INFO - page 27 succesfully scraped
[2023-08-29T03:28:02.095+0000] {logging_mixin.py:151} INFO - page 28 succesfully scraped
[2023-08-29T03:28:03.460+0000] {logging_mixin.py:151} INFO - page 29 succesfully scraped
[2023-08-29T03:28:04.919+0000] {logging_mixin.py:151} INFO - page 30 succesfully scraped
[2023-08-29T03:28:05.803+0000] {logging_mixin.py:151} INFO - page 31 succesfully scraped
[2023-08-29T03:28:06.840+0000] {logging_mixin.py:151} INFO - page 32 succesfully scraped
[2023-08-29T03:28:07.847+0000] {logging_mixin.py:151} INFO - page 33 succesfully scraped
[2023-08-29T03:28:09.088+0000] {logging_mixin.py:151} INFO - page 34 succesfully scraped
[2023-08-29T03:28:09.861+0000] {logging_mixin.py:151} INFO - page 35 succesfully scraped
[2023-08-29T03:28:11.256+0000] {logging_mixin.py:151} INFO - page 36 succesfully scraped
[2023-08-29T03:28:11.931+0000] {logging_mixin.py:151} INFO - page 37 succesfully scraped
[2023-08-29T03:28:13.131+0000] {logging_mixin.py:151} INFO - page 38 succesfully scraped
[2023-08-29T03:28:14.102+0000] {logging_mixin.py:151} INFO - page 39 succesfully scraped
[2023-08-29T03:28:14.671+0000] {logging_mixin.py:151} INFO - page 40 succesfully scraped
[2023-08-29T03:28:15.482+0000] {logging_mixin.py:151} INFO - page 41 succesfully scraped
[2023-08-29T03:28:16.403+0000] {logging_mixin.py:151} INFO - page 42 succesfully scraped
[2023-08-29T03:28:17.182+0000] {logging_mixin.py:151} INFO - page 43 succesfully scraped
[2023-08-29T03:28:17.825+0000] {logging_mixin.py:151} INFO - page 44 succesfully scraped
[2023-08-29T03:28:18.593+0000] {logging_mixin.py:151} INFO - page 45 succesfully scraped
[2023-08-29T03:28:19.478+0000] {logging_mixin.py:151} INFO - page 46 succesfully scraped
[2023-08-29T03:28:20.325+0000] {logging_mixin.py:151} INFO - page 47 succesfully scraped
[2023-08-29T03:28:21.328+0000] {logging_mixin.py:151} INFO - page 48 succesfully scraped
[2023-08-29T03:28:22.305+0000] {logging_mixin.py:151} INFO - page 49 succesfully scraped
[2023-08-29T03:28:23.010+0000] {logging_mixin.py:151} INFO - page 50 succesfully scraped
[2023-08-29T03:28:23.845+0000] {logging_mixin.py:151} INFO - page 51 succesfully scraped
[2023-08-29T03:28:24.632+0000] {logging_mixin.py:151} INFO - page 52 succesfully scraped
[2023-08-29T03:28:25.787+0000] {logging_mixin.py:151} INFO - page 53 succesfully scraped
[2023-08-29T03:28:26.657+0000] {logging_mixin.py:151} INFO - page 54 succesfully scraped
[2023-08-29T03:28:27.442+0000] {logging_mixin.py:151} INFO - page 55 succesfully scraped
[2023-08-29T03:28:28.120+0000] {logging_mixin.py:151} INFO - page 56 succesfully scraped
[2023-08-29T03:28:29.131+0000] {logging_mixin.py:151} INFO - page 57 succesfully scraped
[2023-08-29T03:28:29.767+0000] {logging_mixin.py:151} INFO - page 58 succesfully scraped
[2023-08-29T03:28:30.361+0000] {logging_mixin.py:151} INFO - page 59 succesfully scraped
[2023-08-29T03:28:31.257+0000] {logging_mixin.py:151} INFO - page 60 succesfully scraped
[2023-08-29T03:28:32.249+0000] {logging_mixin.py:151} INFO - page 61 succesfully scraped
[2023-08-29T03:28:33.020+0000] {logging_mixin.py:151} INFO - page 62 succesfully scraped
[2023-08-29T03:28:33.953+0000] {logging_mixin.py:151} INFO - page 63 succesfully scraped
[2023-08-29T03:28:34.683+0000] {logging_mixin.py:151} INFO - page 64 succesfully scraped
[2023-08-29T03:28:35.999+0000] {logging_mixin.py:151} INFO - page 65 succesfully scraped
[2023-08-29T03:28:36.920+0000] {logging_mixin.py:151} INFO - page 66 succesfully scraped
[2023-08-29T03:28:38.038+0000] {logging_mixin.py:151} INFO - page 67 succesfully scraped
[2023-08-29T03:28:39.004+0000] {logging_mixin.py:151} INFO - page 68 succesfully scraped
[2023-08-29T03:28:39.834+0000] {logging_mixin.py:151} INFO - page 69 succesfully scraped
[2023-08-29T03:28:40.467+0000] {logging_mixin.py:151} INFO - page 70 succesfully scraped
[2023-08-29T03:28:41.406+0000] {logging_mixin.py:151} INFO - page 71 succesfully scraped
[2023-08-29T03:28:42.110+0000] {logging_mixin.py:151} INFO - page 72 succesfully scraped
[2023-08-29T03:28:42.760+0000] {logging_mixin.py:151} INFO - page 73 succesfully scraped
[2023-08-29T03:28:43.605+0000] {logging_mixin.py:151} INFO - page 74 succesfully scraped
[2023-08-29T03:28:44.552+0000] {logging_mixin.py:151} INFO - page 75 succesfully scraped
[2023-08-29T03:28:45.251+0000] {logging_mixin.py:151} INFO - page 76 succesfully scraped
[2023-08-29T03:28:46.074+0000] {logging_mixin.py:151} INFO - page 77 succesfully scraped
[2023-08-29T03:28:46.741+0000] {logging_mixin.py:151} INFO - page 78 succesfully scraped
[2023-08-29T03:28:47.577+0000] {logging_mixin.py:151} INFO - page 79 succesfully scraped
[2023-08-29T03:28:48.305+0000] {logging_mixin.py:151} INFO - page 80 succesfully scraped
[2023-08-29T03:28:49.139+0000] {logging_mixin.py:151} INFO - page 81 succesfully scraped
[2023-08-29T03:28:50.092+0000] {logging_mixin.py:151} INFO - page 82 succesfully scraped
[2023-08-29T03:28:50.898+0000] {logging_mixin.py:151} INFO - page 83 succesfully scraped
[2023-08-29T03:28:51.961+0000] {logging_mixin.py:151} INFO - page 84 succesfully scraped
[2023-08-29T03:28:52.768+0000] {logging_mixin.py:151} INFO - page 85 succesfully scraped
[2023-08-29T03:28:53.620+0000] {logging_mixin.py:151} INFO - page 86 succesfully scraped
[2023-08-29T03:28:54.417+0000] {logging_mixin.py:151} INFO - page 87 succesfully scraped
[2023-08-29T03:28:55.135+0000] {logging_mixin.py:151} INFO - page 88 succesfully scraped
[2023-08-29T03:28:55.902+0000] {logging_mixin.py:151} INFO - page 89 succesfully scraped
[2023-08-29T03:28:57.073+0000] {logging_mixin.py:151} INFO - page 90 succesfully scraped
[2023-08-29T03:28:57.905+0000] {logging_mixin.py:151} INFO - page 91 succesfully scraped
[2023-08-29T03:28:58.823+0000] {logging_mixin.py:151} INFO - page 92 succesfully scraped
[2023-08-29T03:28:59.651+0000] {logging_mixin.py:151} INFO - page 93 succesfully scraped
[2023-08-29T03:29:00.798+0000] {logging_mixin.py:151} INFO - page 94 succesfully scraped
[2023-08-29T03:29:01.532+0000] {logging_mixin.py:151} INFO - page 95 succesfully scraped
[2023-08-29T03:29:02.546+0000] {logging_mixin.py:151} INFO - page 96 succesfully scraped
[2023-08-29T03:29:03.691+0000] {logging_mixin.py:151} INFO - page 97 succesfully scraped
[2023-08-29T03:29:05.525+0000] {logging_mixin.py:151} INFO - page 98 succesfully scraped
[2023-08-29T03:29:06.267+0000] {logging_mixin.py:151} INFO - page 99 succesfully scraped
[2023-08-29T03:29:06.874+0000] {logging_mixin.py:151} INFO - page 100 succesfully scraped
[2023-08-29T03:29:07.661+0000] {logging_mixin.py:151} INFO - page 101 succesfully scraped
[2023-08-29T03:29:08.502+0000] {logging_mixin.py:151} INFO - page 102 succesfully scraped
[2023-08-29T03:29:09.244+0000] {logging_mixin.py:151} INFO - page 103 succesfully scraped
[2023-08-29T03:29:09.985+0000] {logging_mixin.py:151} INFO - page 104 succesfully scraped
[2023-08-29T03:29:10.766+0000] {logging_mixin.py:151} INFO - page 105 succesfully scraped
[2023-08-29T03:29:11.780+0000] {logging_mixin.py:151} INFO - page 106 succesfully scraped
[2023-08-29T03:29:12.636+0000] {logging_mixin.py:151} INFO - page 107 succesfully scraped
[2023-08-29T03:29:13.336+0000] {logging_mixin.py:151} INFO - page 108 succesfully scraped
[2023-08-29T03:29:14.158+0000] {logging_mixin.py:151} INFO - page 109 succesfully scraped
[2023-08-29T03:29:15.310+0000] {logging_mixin.py:151} INFO - page 110 succesfully scraped
[2023-08-29T03:29:16.231+0000] {logging_mixin.py:151} INFO - page 111 succesfully scraped
[2023-08-29T03:29:17.004+0000] {logging_mixin.py:151} INFO - page 112 succesfully scraped
[2023-08-29T03:29:18.065+0000] {logging_mixin.py:151} INFO - page 113 succesfully scraped
[2023-08-29T03:29:19.012+0000] {logging_mixin.py:151} INFO - page 114 succesfully scraped
[2023-08-29T03:29:20.263+0000] {logging_mixin.py:151} INFO - page 115 succesfully scraped
[2023-08-29T03:29:20.962+0000] {logging_mixin.py:151} INFO - page 116 succesfully scraped
[2023-08-29T03:29:22.044+0000] {logging_mixin.py:151} INFO - page 117 succesfully scraped
[2023-08-29T03:29:22.985+0000] {logging_mixin.py:151} INFO - page 118 succesfully scraped
[2023-08-29T03:29:23.882+0000] {logging_mixin.py:151} INFO - page 119 succesfully scraped
[2023-08-29T03:29:24.871+0000] {logging_mixin.py:151} INFO - page 120 succesfully scraped
[2023-08-29T03:29:25.677+0000] {logging_mixin.py:151} INFO - page 121 succesfully scraped
[2023-08-29T03:29:26.685+0000] {logging_mixin.py:151} INFO - page 122 succesfully scraped
[2023-08-29T03:29:27.553+0000] {logging_mixin.py:151} INFO - page 123 succesfully scraped
[2023-08-29T03:29:28.326+0000] {logging_mixin.py:151} INFO - page 124 succesfully scraped
[2023-08-29T03:29:29.214+0000] {logging_mixin.py:151} INFO - page 125 succesfully scraped
[2023-08-29T03:29:30.638+0000] {logging_mixin.py:151} INFO - page 126 succesfully scraped
[2023-08-29T03:29:31.479+0000] {logging_mixin.py:151} INFO - page 127 succesfully scraped
[2023-08-29T03:29:32.228+0000] {logging_mixin.py:151} INFO - page 128 succesfully scraped
[2023-08-29T03:29:33.060+0000] {logging_mixin.py:151} INFO - page 129 succesfully scraped
[2023-08-29T03:29:33.787+0000] {logging_mixin.py:151} INFO - page 130 succesfully scraped
[2023-08-29T03:29:34.664+0000] {logging_mixin.py:151} INFO - page 131 succesfully scraped
[2023-08-29T03:29:35.303+0000] {logging_mixin.py:151} INFO - page 132 succesfully scraped
[2023-08-29T03:29:35.890+0000] {logging_mixin.py:151} INFO - page 133 succesfully scraped
[2023-08-29T03:29:36.748+0000] {logging_mixin.py:151} INFO - page 134 succesfully scraped
[2023-08-29T03:29:37.441+0000] {logging_mixin.py:151} INFO - page 135 succesfully scraped
[2023-08-29T03:29:38.160+0000] {logging_mixin.py:151} INFO - page 136 succesfully scraped
[2023-08-29T03:29:38.912+0000] {logging_mixin.py:151} INFO - page 137 succesfully scraped
[2023-08-29T03:29:40.182+0000] {logging_mixin.py:151} INFO - page 138 succesfully scraped
[2023-08-29T03:29:41.398+0000] {logging_mixin.py:151} INFO - page 139 succesfully scraped
[2023-08-29T03:29:42.485+0000] {logging_mixin.py:151} INFO - page 140 succesfully scraped
[2023-08-29T03:29:44.311+0000] {logging_mixin.py:151} INFO - page 141 succesfully scraped
[2023-08-29T03:29:45.259+0000] {logging_mixin.py:151} INFO - page 142 succesfully scraped
[2023-08-29T03:29:46.039+0000] {logging_mixin.py:151} INFO - page 143 succesfully scraped
[2023-08-29T03:29:46.639+0000] {logging_mixin.py:151} INFO - page 144 succesfully scraped
[2023-08-29T03:29:47.468+0000] {logging_mixin.py:151} INFO - page 145 succesfully scraped
[2023-08-29T03:29:48.923+0000] {logging_mixin.py:151} INFO - page 146 succesfully scraped
[2023-08-29T03:29:49.828+0000] {logging_mixin.py:151} INFO - page 147 succesfully scraped
[2023-08-29T03:29:50.997+0000] {logging_mixin.py:151} INFO - page 148 succesfully scraped
[2023-08-29T03:29:52.020+0000] {logging_mixin.py:151} INFO - page 149 succesfully scraped
[2023-08-29T03:29:52.600+0000] {logging_mixin.py:151} INFO - page 150 succesfully scraped
[2023-08-29T03:29:53.605+0000] {logging_mixin.py:151} INFO - page 151 succesfully scraped
[2023-08-29T03:29:54.540+0000] {logging_mixin.py:151} INFO - page 152 succesfully scraped
[2023-08-29T03:29:55.304+0000] {logging_mixin.py:151} INFO - page 153 succesfully scraped
[2023-08-29T03:29:56.236+0000] {logging_mixin.py:151} INFO - page 154 succesfully scraped
[2023-08-29T03:29:57.003+0000] {logging_mixin.py:151} INFO - page 155 succesfully scraped
[2023-08-29T03:29:57.726+0000] {logging_mixin.py:151} INFO - page 156 succesfully scraped
[2023-08-29T03:29:58.373+0000] {logging_mixin.py:151} INFO - page 157 succesfully scraped
[2023-08-29T03:29:59.279+0000] {logging_mixin.py:151} INFO - page 158 succesfully scraped
[2023-08-29T03:30:00.856+0000] {logging_mixin.py:151} INFO - page 159 succesfully scraped
[2023-08-29T03:30:02.690+0000] {logging_mixin.py:151} INFO - page 160 succesfully scraped
[2023-08-29T03:30:03.556+0000] {logging_mixin.py:151} INFO - page 161 succesfully scraped
[2023-08-29T03:30:04.161+0000] {logging_mixin.py:151} INFO - page 162 succesfully scraped
[2023-08-29T03:30:05.737+0000] {logging_mixin.py:151} INFO - page 163 succesfully scraped
[2023-08-29T03:30:06.522+0000] {logging_mixin.py:151} INFO - page 164 succesfully scraped
[2023-08-29T03:30:07.144+0000] {logging_mixin.py:151} INFO - page 165 succesfully scraped
[2023-08-29T03:30:08.053+0000] {logging_mixin.py:151} INFO - page 166 succesfully scraped
[2023-08-29T03:30:08.908+0000] {logging_mixin.py:151} INFO - page 167 succesfully scraped
[2023-08-29T03:30:10.094+0000] {logging_mixin.py:151} INFO - page 168 succesfully scraped
[2023-08-29T03:30:10.766+0000] {logging_mixin.py:151} INFO - page 169 succesfully scraped
[2023-08-29T03:30:11.555+0000] {logging_mixin.py:151} INFO - page 170 succesfully scraped
[2023-08-29T03:30:12.610+0000] {logging_mixin.py:151} INFO - page 171 succesfully scraped
[2023-08-29T03:30:13.537+0000] {logging_mixin.py:151} INFO - page 172 succesfully scraped
[2023-08-29T03:30:14.232+0000] {logging_mixin.py:151} INFO - page 173 succesfully scraped
[2023-08-29T03:30:15.163+0000] {logging_mixin.py:151} INFO - page 174 succesfully scraped
[2023-08-29T03:30:16.099+0000] {logging_mixin.py:151} INFO - page 175 succesfully scraped
[2023-08-29T03:30:16.752+0000] {logging_mixin.py:151} INFO - page 176 succesfully scraped
[2023-08-29T03:30:17.673+0000] {logging_mixin.py:151} INFO - page 177 succesfully scraped
[2023-08-29T03:30:18.671+0000] {logging_mixin.py:151} INFO - page 178 succesfully scraped
[2023-08-29T03:30:19.516+0000] {logging_mixin.py:151} INFO - page 179 succesfully scraped
[2023-08-29T03:30:20.480+0000] {logging_mixin.py:151} INFO - page 180 succesfully scraped
[2023-08-29T03:30:21.195+0000] {logging_mixin.py:151} INFO - page 181 succesfully scraped
[2023-08-29T03:30:22.631+0000] {logging_mixin.py:151} INFO - page 182 succesfully scraped
[2023-08-29T03:30:23.530+0000] {logging_mixin.py:151} INFO - page 183 succesfully scraped
[2023-08-29T03:30:24.660+0000] {logging_mixin.py:151} INFO - page 184 succesfully scraped
[2023-08-29T03:30:25.384+0000] {logging_mixin.py:151} INFO - page 185 succesfully scraped
[2023-08-29T03:30:26.289+0000] {logging_mixin.py:151} INFO - page 186 succesfully scraped
[2023-08-29T03:30:26.850+0000] {logging_mixin.py:151} INFO - page 187 succesfully scraped
[2023-08-29T03:30:27.462+0000] {logging_mixin.py:151} INFO - page 188 succesfully scraped
[2023-08-29T03:30:28.280+0000] {logging_mixin.py:151} INFO - page 189 succesfully scraped
[2023-08-29T03:30:29.352+0000] {logging_mixin.py:151} INFO - page 190 succesfully scraped
[2023-08-29T03:30:29.934+0000] {logging_mixin.py:151} INFO - page 191 succesfully scraped
[2023-08-29T03:30:30.883+0000] {logging_mixin.py:151} INFO - page 192 succesfully scraped
[2023-08-29T03:30:31.702+0000] {logging_mixin.py:151} INFO - page 193 succesfully scraped
[2023-08-29T03:30:32.413+0000] {logging_mixin.py:151} INFO - page 194 succesfully scraped
[2023-08-29T03:30:33.141+0000] {logging_mixin.py:151} INFO - page 195 succesfully scraped
[2023-08-29T03:30:34.022+0000] {logging_mixin.py:151} INFO - page 196 succesfully scraped
[2023-08-29T03:30:34.939+0000] {logging_mixin.py:151} INFO - page 197 succesfully scraped
[2023-08-29T03:30:35.610+0000] {logging_mixin.py:151} INFO - page 198 succesfully scraped
[2023-08-29T03:30:36.523+0000] {logging_mixin.py:151} INFO - page 199 succesfully scraped
[2023-08-29T03:30:37.426+0000] {logging_mixin.py:151} INFO - page 200 succesfully scraped
[2023-08-29T03:30:38.247+0000] {logging_mixin.py:151} INFO - page 201 succesfully scraped
[2023-08-29T03:30:38.981+0000] {logging_mixin.py:151} INFO - page 202 succesfully scraped
[2023-08-29T03:30:40.010+0000] {logging_mixin.py:151} INFO - page 203 succesfully scraped
[2023-08-29T03:30:40.805+0000] {logging_mixin.py:151} INFO - page 204 succesfully scraped
[2023-08-29T03:30:41.539+0000] {logging_mixin.py:151} INFO - page 205 succesfully scraped
[2023-08-29T03:30:43.042+0000] {logging_mixin.py:151} INFO - page 206 succesfully scraped
[2023-08-29T03:30:43.887+0000] {logging_mixin.py:151} INFO - page 207 succesfully scraped
[2023-08-29T03:30:44.582+0000] {logging_mixin.py:151} INFO - page 208 succesfully scraped
[2023-08-29T03:30:45.628+0000] {logging_mixin.py:151} INFO - page 209 succesfully scraped
[2023-08-29T03:30:46.343+0000] {logging_mixin.py:151} INFO - page 210 succesfully scraped
[2023-08-29T03:30:48.033+0000] {logging_mixin.py:151} INFO - page 211 succesfully scraped
[2023-08-29T03:30:48.656+0000] {logging_mixin.py:151} INFO - page 212 succesfully scraped
[2023-08-29T03:30:49.374+0000] {logging_mixin.py:151} INFO - page 213 succesfully scraped
[2023-08-29T03:30:50.088+0000] {logging_mixin.py:151} INFO - page 214 succesfully scraped
[2023-08-29T03:30:51.087+0000] {logging_mixin.py:151} INFO - page 215 succesfully scraped
[2023-08-29T03:30:51.842+0000] {logging_mixin.py:151} INFO - page 216 succesfully scraped
[2023-08-29T03:30:52.607+0000] {logging_mixin.py:151} INFO - page 217 succesfully scraped
[2023-08-29T03:30:53.412+0000] {logging_mixin.py:151} INFO - page 218 succesfully scraped
[2023-08-29T03:30:54.577+0000] {logging_mixin.py:151} INFO - page 219 succesfully scraped
[2023-08-29T03:30:55.327+0000] {logging_mixin.py:151} INFO - page 220 succesfully scraped
[2023-08-29T03:30:56.175+0000] {logging_mixin.py:151} INFO - page 221 succesfully scraped
[2023-08-29T03:30:57.127+0000] {logging_mixin.py:151} INFO - page 222 succesfully scraped
[2023-08-29T03:30:58.529+0000] {logging_mixin.py:151} INFO - page 223 succesfully scraped
[2023-08-29T03:31:00.446+0000] {logging_mixin.py:151} INFO - page 224 succesfully scraped
[2023-08-29T03:31:01.272+0000] {logging_mixin.py:151} INFO - page 225 succesfully scraped
[2023-08-29T03:31:02.625+0000] {logging_mixin.py:151} INFO - page 226 succesfully scraped
[2023-08-29T03:31:03.298+0000] {logging_mixin.py:151} INFO - page 227 succesfully scraped
[2023-08-29T03:31:04.317+0000] {logging_mixin.py:151} INFO - page 228 succesfully scraped
[2023-08-29T03:31:05.755+0000] {logging_mixin.py:151} INFO - page 229 succesfully scraped
[2023-08-29T03:31:06.767+0000] {logging_mixin.py:151} INFO - page 230 succesfully scraped
[2023-08-29T03:31:07.587+0000] {logging_mixin.py:151} INFO - page 231 succesfully scraped
[2023-08-29T03:31:08.518+0000] {logging_mixin.py:151} INFO - page 232 succesfully scraped
