[2023-08-29T02:45:07.667+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:45:07.668+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:45:07.698+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:45:07.699+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:45:07.737+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:45:07.745+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:45:07.745+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-08-29T02:45:07.757+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): extract_listings> on 2023-08-29 02:45:05.823833+00:00
[2023-08-29T02:45:07.762+0000] {standard_task_runner.py:57} INFO - Started process 247 to run task
[2023-08-29T02:45:07.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'Autotrader_ETL_DAG', 'extract_listings', 'manual__2023-08-29T02:45:05.823833+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/autotrader_etl.py', '--cfg-path', '/tmp/tmp011mvbxh']
[2023-08-29T02:45:07.766+0000] {standard_task_runner.py:85} INFO - Job 27: Subtask extract_listings
[2023-08-29T02:45:20.225+0000] {logging_mixin.py:151} INFO - page 13 succesfully scraped
[2023-08-29T02:45:20.943+0000] {logging_mixin.py:151} INFO - page 14 succesfully scraped
[2023-08-29T02:45:21.535+0000] {logging_mixin.py:151} INFO - page 15 succesfully scraped
[2023-08-29T02:45:22.296+0000] {logging_mixin.py:151} INFO - page 16 succesfully scraped
[2023-08-29T02:45:22.961+0000] {logging_mixin.py:151} INFO - page 17 succesfully scraped
[2023-08-29T02:45:23.980+0000] {logging_mixin.py:151} INFO - page 18 succesfully scraped
[2023-08-29T02:45:24.726+0000] {logging_mixin.py:151} INFO - page 19 succesfully scraped
[2023-08-29T02:45:26.118+0000] {logging_mixin.py:151} INFO - page 20 succesfully scraped
[2023-08-29T02:45:27.146+0000] {logging_mixin.py:151} INFO - page 21 succesfully scraped
[2023-08-29T02:45:27.906+0000] {logging_mixin.py:151} INFO - page 22 succesfully scraped
[2023-08-29T02:45:29.152+0000] {logging_mixin.py:151} INFO - page 23 succesfully scraped
[2023-08-29T02:45:30.030+0000] {logging_mixin.py:151} INFO - page 24 succesfully scraped
[2023-08-29T02:45:30.873+0000] {logging_mixin.py:151} INFO - page 25 succesfully scraped
[2023-08-29T02:45:32.506+0000] {logging_mixin.py:151} INFO - page 26 succesfully scraped
[2023-08-29T02:45:33.255+0000] {logging_mixin.py:151} INFO - page 27 succesfully scraped
[2023-08-29T02:45:33.929+0000] {logging_mixin.py:151} INFO - page 28 succesfully scraped
[2023-08-29T02:45:34.812+0000] {logging_mixin.py:151} INFO - page 29 succesfully scraped
[2023-08-29T02:45:35.940+0000] {logging_mixin.py:151} INFO - page 30 succesfully scraped
[2023-08-29T02:45:37.238+0000] {logging_mixin.py:151} INFO - page 31 succesfully scraped
[2023-08-29T02:45:38.113+0000] {logging_mixin.py:151} INFO - page 32 succesfully scraped
[2023-08-29T02:45:39.476+0000] {logging_mixin.py:151} INFO - page 33 succesfully scraped
[2023-08-29T02:45:40.302+0000] {logging_mixin.py:151} INFO - page 34 succesfully scraped
[2023-08-29T02:45:41.636+0000] {logging_mixin.py:151} INFO - page 35 succesfully scraped
[2023-08-29T02:45:42.572+0000] {logging_mixin.py:151} INFO - page 36 succesfully scraped
[2023-08-29T02:45:43.430+0000] {logging_mixin.py:151} INFO - page 37 succesfully scraped
[2023-08-29T02:45:45.550+0000] {logging_mixin.py:151} INFO - page 38 succesfully scraped
[2023-08-29T02:45:47.024+0000] {logging_mixin.py:151} INFO - page 39 succesfully scraped
[2023-08-29T02:45:47.612+0000] {logging_mixin.py:151} INFO - page 40 succesfully scraped
[2023-08-29T02:45:48.556+0000] {logging_mixin.py:151} INFO - page 41 succesfully scraped
[2023-08-29T02:45:49.462+0000] {logging_mixin.py:151} INFO - page 42 succesfully scraped
[2023-08-29T02:45:50.933+0000] {logging_mixin.py:151} INFO - page 43 succesfully scraped
[2023-08-29T02:45:51.639+0000] {logging_mixin.py:151} INFO - page 44 succesfully scraped
[2023-08-29T02:45:52.319+0000] {logging_mixin.py:151} INFO - page 45 succesfully scraped
[2023-08-29T02:45:53.253+0000] {logging_mixin.py:151} INFO - page 46 succesfully scraped
[2023-08-29T02:45:54.010+0000] {logging_mixin.py:151} INFO - page 47 succesfully scraped
[2023-08-29T02:45:54.707+0000] {logging_mixin.py:151} INFO - page 48 succesfully scraped
[2023-08-29T02:45:55.970+0000] {logging_mixin.py:151} INFO - page 49 succesfully scraped
[2023-08-29T02:45:57.126+0000] {logging_mixin.py:151} INFO - page 50 succesfully scraped
[2023-08-29T02:45:57.959+0000] {logging_mixin.py:151} INFO - page 51 succesfully scraped
[2023-08-29T02:45:58.757+0000] {logging_mixin.py:151} INFO - page 52 succesfully scraped
[2023-08-29T02:45:59.669+0000] {logging_mixin.py:151} INFO - page 53 succesfully scraped
[2023-08-29T02:46:00.427+0000] {logging_mixin.py:151} INFO - page 54 succesfully scraped
[2023-08-29T02:46:01.163+0000] {logging_mixin.py:151} INFO - page 55 succesfully scraped
[2023-08-29T02:46:02.022+0000] {logging_mixin.py:151} INFO - page 56 succesfully scraped
[2023-08-29T02:46:02.942+0000] {logging_mixin.py:151} INFO - page 57 succesfully scraped
[2023-08-29T02:46:03.824+0000] {logging_mixin.py:151} INFO - page 58 succesfully scraped
[2023-08-29T02:46:04.924+0000] {logging_mixin.py:151} INFO - page 59 succesfully scraped
[2023-08-29T02:46:05.654+0000] {logging_mixin.py:151} INFO - page 60 succesfully scraped
[2023-08-29T02:46:06.975+0000] {logging_mixin.py:151} INFO - page 61 succesfully scraped
[2023-08-29T02:46:07.939+0000] {logging_mixin.py:151} INFO - page 62 succesfully scraped
[2023-08-29T02:46:08.680+0000] {logging_mixin.py:151} INFO - page 63 succesfully scraped
[2023-08-29T02:46:09.805+0000] {logging_mixin.py:151} INFO - page 64 succesfully scraped
[2023-08-29T02:46:11.052+0000] {logging_mixin.py:151} INFO - page 65 succesfully scraped
[2023-08-29T02:46:12.418+0000] {logging_mixin.py:151} INFO - page 66 succesfully scraped
[2023-08-29T02:46:13.217+0000] {logging_mixin.py:151} INFO - page 67 succesfully scraped
[2023-08-29T02:46:14.148+0000] {logging_mixin.py:151} INFO - page 68 succesfully scraped
[2023-08-29T02:46:14.898+0000] {logging_mixin.py:151} INFO - page 69 succesfully scraped
[2023-08-29T02:46:15.729+0000] {logging_mixin.py:151} INFO - page 70 succesfully scraped
[2023-08-29T02:46:16.991+0000] {logging_mixin.py:151} INFO - page 71 succesfully scraped
[2023-08-29T02:46:18.114+0000] {logging_mixin.py:151} INFO - page 72 succesfully scraped
[2023-08-29T02:46:18.816+0000] {logging_mixin.py:151} INFO - page 73 succesfully scraped
[2023-08-29T02:46:19.549+0000] {logging_mixin.py:151} INFO - page 74 succesfully scraped
[2023-08-29T02:46:20.629+0000] {logging_mixin.py:151} INFO - page 75 succesfully scraped
[2023-08-29T02:46:21.570+0000] {logging_mixin.py:151} INFO - page 76 succesfully scraped
[2023-08-29T02:46:22.337+0000] {logging_mixin.py:151} INFO - page 77 succesfully scraped
[2023-08-29T02:46:23.116+0000] {logging_mixin.py:151} INFO - page 78 succesfully scraped
[2023-08-29T02:46:24.184+0000] {logging_mixin.py:151} INFO - page 79 succesfully scraped
[2023-08-29T02:46:25.225+0000] {logging_mixin.py:151} INFO - page 80 succesfully scraped
[2023-08-29T02:46:26.110+0000] {logging_mixin.py:151} INFO - page 81 succesfully scraped
[2023-08-29T02:46:27.148+0000] {logging_mixin.py:151} INFO - page 82 succesfully scraped
[2023-08-29T02:46:27.857+0000] {logging_mixin.py:151} INFO - page 83 succesfully scraped
[2023-08-29T02:46:28.778+0000] {logging_mixin.py:151} INFO - page 84 succesfully scraped
[2023-08-29T02:46:29.420+0000] {logging_mixin.py:151} INFO - page 85 succesfully scraped
[2023-08-29T02:46:30.962+0000] {logging_mixin.py:151} INFO - page 86 succesfully scraped
[2023-08-29T02:46:31.717+0000] {logging_mixin.py:151} INFO - page 87 succesfully scraped
[2023-08-29T02:46:32.475+0000] {logging_mixin.py:151} INFO - page 88 succesfully scraped
[2023-08-29T02:46:33.257+0000] {logging_mixin.py:151} INFO - page 89 succesfully scraped
[2023-08-29T02:46:34.030+0000] {logging_mixin.py:151} INFO - page 90 succesfully scraped
[2023-08-29T02:46:35.021+0000] {logging_mixin.py:151} INFO - page 91 succesfully scraped
[2023-08-29T02:46:36.103+0000] {logging_mixin.py:151} INFO - page 92 succesfully scraped
[2023-08-29T02:46:36.917+0000] {logging_mixin.py:151} INFO - page 93 succesfully scraped
[2023-08-29T02:46:38.353+0000] {logging_mixin.py:151} INFO - page 94 succesfully scraped
[2023-08-29T02:46:39.523+0000] {logging_mixin.py:151} INFO - page 95 succesfully scraped
[2023-08-29T02:46:40.593+0000] {logging_mixin.py:151} INFO - page 96 succesfully scraped
[2023-08-29T02:46:41.391+0000] {logging_mixin.py:151} INFO - page 97 succesfully scraped
[2023-08-29T02:46:42.401+0000] {logging_mixin.py:151} INFO - page 98 succesfully scraped
[2023-08-29T02:46:43.240+0000] {logging_mixin.py:151} INFO - page 99 succesfully scraped
[2023-08-29T02:46:44.489+0000] {logging_mixin.py:151} INFO - page 100 succesfully scraped
[2023-08-29T02:46:45.203+0000] {logging_mixin.py:151} INFO - page 101 succesfully scraped
[2023-08-29T02:46:46.254+0000] {logging_mixin.py:151} INFO - page 102 succesfully scraped
[2023-08-29T02:46:47.315+0000] {logging_mixin.py:151} INFO - page 103 succesfully scraped
[2023-08-29T02:46:48.099+0000] {logging_mixin.py:151} INFO - page 104 succesfully scraped
[2023-08-29T02:46:49.013+0000] {logging_mixin.py:151} INFO - page 105 succesfully scraped
[2023-08-29T02:46:50.029+0000] {logging_mixin.py:151} INFO - page 106 succesfully scraped
[2023-08-29T02:46:50.913+0000] {logging_mixin.py:151} INFO - page 107 succesfully scraped
[2023-08-29T02:46:51.898+0000] {logging_mixin.py:151} INFO - page 108 succesfully scraped
[2023-08-29T02:46:52.682+0000] {logging_mixin.py:151} INFO - page 109 succesfully scraped
[2023-08-29T02:46:53.906+0000] {logging_mixin.py:151} INFO - page 110 succesfully scraped
[2023-08-29T02:46:54.966+0000] {logging_mixin.py:151} INFO - page 111 succesfully scraped
[2023-08-29T02:46:56.258+0000] {logging_mixin.py:151} INFO - page 112 succesfully scraped
[2023-08-29T02:46:57.231+0000] {logging_mixin.py:151} INFO - page 113 succesfully scraped
[2023-08-29T02:46:58.174+0000] {logging_mixin.py:151} INFO - page 114 succesfully scraped
[2023-08-29T02:46:58.955+0000] {logging_mixin.py:151} INFO - page 115 succesfully scraped
[2023-08-29T02:46:59.734+0000] {logging_mixin.py:151} INFO - page 116 succesfully scraped
[2023-08-29T02:47:00.636+0000] {logging_mixin.py:151} INFO - page 117 succesfully scraped
[2023-08-29T02:47:01.516+0000] {logging_mixin.py:151} INFO - page 118 succesfully scraped
[2023-08-29T02:47:02.304+0000] {logging_mixin.py:151} INFO - page 119 succesfully scraped
[2023-08-29T02:47:03.255+0000] {logging_mixin.py:151} INFO - page 120 succesfully scraped
[2023-08-29T02:47:04.265+0000] {logging_mixin.py:151} INFO - page 121 succesfully scraped
[2023-08-29T02:47:05.330+0000] {logging_mixin.py:151} INFO - page 122 succesfully scraped
[2023-08-29T02:47:06.091+0000] {logging_mixin.py:151} INFO - page 123 succesfully scraped
[2023-08-29T02:47:06.804+0000] {logging_mixin.py:151} INFO - page 124 succesfully scraped
[2023-08-29T02:47:07.727+0000] {logging_mixin.py:151} INFO - page 125 succesfully scraped
[2023-08-29T02:47:08.527+0000] {logging_mixin.py:151} INFO - page 126 succesfully scraped
[2023-08-29T02:47:10.115+0000] {logging_mixin.py:151} INFO - page 127 succesfully scraped
[2023-08-29T02:47:11.213+0000] {logging_mixin.py:151} INFO - page 128 succesfully scraped
[2023-08-29T02:47:12.135+0000] {logging_mixin.py:151} INFO - page 129 succesfully scraped
[2023-08-29T02:47:13.203+0000] {logging_mixin.py:151} INFO - page 130 succesfully scraped
[2023-08-29T02:47:13.923+0000] {logging_mixin.py:151} INFO - page 131 succesfully scraped
[2023-08-29T02:47:14.686+0000] {logging_mixin.py:151} INFO - page 132 succesfully scraped
[2023-08-29T02:47:15.444+0000] {logging_mixin.py:151} INFO - page 133 succesfully scraped
[2023-08-29T02:47:16.255+0000] {logging_mixin.py:151} INFO - page 134 succesfully scraped
[2023-08-29T02:47:17.003+0000] {logging_mixin.py:151} INFO - page 135 succesfully scraped
[2023-08-29T02:47:17.703+0000] {logging_mixin.py:151} INFO - page 136 succesfully scraped
[2023-08-29T02:47:19.166+0000] {logging_mixin.py:151} INFO - page 137 succesfully scraped
[2023-08-29T02:47:19.940+0000] {logging_mixin.py:151} INFO - page 138 succesfully scraped
[2023-08-29T02:47:20.765+0000] {logging_mixin.py:151} INFO - page 139 succesfully scraped
[2023-08-29T02:47:21.737+0000] {logging_mixin.py:151} INFO - page 140 succesfully scraped
[2023-08-29T02:47:22.459+0000] {logging_mixin.py:151} INFO - page 141 succesfully scraped
[2023-08-29T02:47:23.075+0000] {logging_mixin.py:151} INFO - page 142 succesfully scraped
[2023-08-29T02:47:23.788+0000] {logging_mixin.py:151} INFO - page 143 succesfully scraped
[2023-08-29T02:47:24.465+0000] {logging_mixin.py:151} INFO - page 144 succesfully scraped
[2023-08-29T02:47:25.663+0000] {logging_mixin.py:151} INFO - page 145 succesfully scraped
[2023-08-29T02:47:26.423+0000] {logging_mixin.py:151} INFO - page 146 succesfully scraped
[2023-08-29T02:47:27.285+0000] {logging_mixin.py:151} INFO - page 147 succesfully scraped
[2023-08-29T02:47:28.149+0000] {logging_mixin.py:151} INFO - page 148 succesfully scraped
[2023-08-29T02:47:29.362+0000] {logging_mixin.py:151} INFO - page 149 succesfully scraped
[2023-08-29T02:47:30.039+0000] {logging_mixin.py:151} INFO - page 150 succesfully scraped
[2023-08-29T02:47:30.915+0000] {logging_mixin.py:151} INFO - page 151 succesfully scraped
[2023-08-29T02:47:32.178+0000] {logging_mixin.py:151} INFO - page 152 succesfully scraped
[2023-08-29T02:47:32.713+0000] {logging_mixin.py:151} INFO - page 153 succesfully scraped
[2023-08-29T02:47:33.469+0000] {logging_mixin.py:151} INFO - page 154 succesfully scraped
[2023-08-29T02:47:34.132+0000] {logging_mixin.py:151} INFO - page 155 succesfully scraped
[2023-08-29T02:47:35.644+0000] {logging_mixin.py:151} INFO - page 156 succesfully scraped
[2023-08-29T02:47:36.763+0000] {logging_mixin.py:151} INFO - page 157 succesfully scraped
[2023-08-29T02:47:37.515+0000] {logging_mixin.py:151} INFO - page 158 succesfully scraped
[2023-08-29T02:47:38.258+0000] {logging_mixin.py:151} INFO - page 159 succesfully scraped
[2023-08-29T02:47:39.286+0000] {logging_mixin.py:151} INFO - page 160 succesfully scraped
[2023-08-29T02:47:39.963+0000] {logging_mixin.py:151} INFO - page 161 succesfully scraped
[2023-08-29T02:47:41.516+0000] {logging_mixin.py:151} INFO - page 162 succesfully scraped
[2023-08-29T02:47:42.477+0000] {logging_mixin.py:151} INFO - page 163 succesfully scraped
[2023-08-29T02:47:43.524+0000] {logging_mixin.py:151} INFO - page 164 succesfully scraped
[2023-08-29T02:47:44.274+0000] {logging_mixin.py:151} INFO - page 165 succesfully scraped
[2023-08-29T02:47:45.139+0000] {logging_mixin.py:151} INFO - page 166 succesfully scraped
[2023-08-29T02:47:46.172+0000] {logging_mixin.py:151} INFO - page 167 succesfully scraped
[2023-08-29T02:47:47.459+0000] {logging_mixin.py:151} INFO - page 168 succesfully scraped
[2023-08-29T02:47:48.156+0000] {logging_mixin.py:151} INFO - page 169 succesfully scraped
[2023-08-29T02:47:50.608+0000] {logging_mixin.py:151} INFO - page 170 succesfully scraped
[2023-08-29T02:47:51.760+0000] {logging_mixin.py:151} INFO - page 171 succesfully scraped
[2023-08-29T02:47:52.519+0000] {logging_mixin.py:151} INFO - page 172 succesfully scraped
[2023-08-29T02:47:53.216+0000] {logging_mixin.py:151} INFO - page 173 succesfully scraped
[2023-08-29T02:47:54.371+0000] {logging_mixin.py:151} INFO - page 174 succesfully scraped
[2023-08-29T02:47:55.503+0000] {logging_mixin.py:151} INFO - page 175 succesfully scraped
[2023-08-29T02:47:56.206+0000] {logging_mixin.py:151} INFO - page 176 succesfully scraped
[2023-08-29T02:47:57.140+0000] {logging_mixin.py:151} INFO - page 177 succesfully scraped
[2023-08-29T02:47:58.293+0000] {logging_mixin.py:151} INFO - page 178 succesfully scraped
[2023-08-29T02:47:59.961+0000] {logging_mixin.py:151} INFO - page 179 succesfully scraped
[2023-08-29T02:48:00.889+0000] {logging_mixin.py:151} INFO - page 180 succesfully scraped
[2023-08-29T02:48:01.605+0000] {logging_mixin.py:151} INFO - page 181 succesfully scraped
[2023-08-29T02:48:03.699+0000] {logging_mixin.py:151} INFO - page 182 succesfully scraped
[2023-08-29T02:48:04.662+0000] {logging_mixin.py:151} INFO - page 183 succesfully scraped
[2023-08-29T02:48:05.480+0000] {logging_mixin.py:151} INFO - page 184 succesfully scraped
[2023-08-29T02:48:06.528+0000] {logging_mixin.py:151} INFO - page 185 succesfully scraped
[2023-08-29T02:48:07.176+0000] {logging_mixin.py:151} INFO - page 186 succesfully scraped
[2023-08-29T02:48:07.807+0000] {logging_mixin.py:151} INFO - page 187 succesfully scraped
[2023-08-29T02:48:08.667+0000] {logging_mixin.py:151} INFO - page 188 succesfully scraped
[2023-08-29T02:48:09.545+0000] {logging_mixin.py:151} INFO - page 189 succesfully scraped
[2023-08-29T02:48:10.251+0000] {logging_mixin.py:151} INFO - page 190 succesfully scraped
[2023-08-29T02:48:11.025+0000] {logging_mixin.py:151} INFO - page 191 succesfully scraped
[2023-08-29T02:48:12.236+0000] {logging_mixin.py:151} INFO - page 192 succesfully scraped
[2023-08-29T02:48:13.564+0000] {logging_mixin.py:151} INFO - page 193 succesfully scraped
[2023-08-29T02:48:14.802+0000] {logging_mixin.py:151} INFO - page 194 succesfully scraped
[2023-08-29T02:48:15.506+0000] {logging_mixin.py:151} INFO - page 195 succesfully scraped
[2023-08-29T02:48:16.388+0000] {logging_mixin.py:151} INFO - page 196 succesfully scraped
[2023-08-29T02:48:17.188+0000] {logging_mixin.py:151} INFO - page 197 succesfully scraped
[2023-08-29T02:48:17.953+0000] {logging_mixin.py:151} INFO - page 198 succesfully scraped
[2023-08-29T02:48:18.612+0000] {logging_mixin.py:151} INFO - page 199 succesfully scraped
[2023-08-29T02:48:19.442+0000] {logging_mixin.py:151} INFO - page 200 succesfully scraped
[2023-08-29T02:48:20.373+0000] {logging_mixin.py:151} INFO - page 201 succesfully scraped
[2023-08-29T02:48:21.434+0000] {logging_mixin.py:151} INFO - page 202 succesfully scraped
[2023-08-29T02:48:22.195+0000] {logging_mixin.py:151} INFO - page 203 succesfully scraped
[2023-08-29T02:48:23.169+0000] {logging_mixin.py:151} INFO - page 204 succesfully scraped
[2023-08-29T02:48:23.942+0000] {logging_mixin.py:151} INFO - page 205 succesfully scraped
[2023-08-29T02:48:24.621+0000] {logging_mixin.py:151} INFO - page 206 succesfully scraped
[2023-08-29T02:48:25.407+0000] {logging_mixin.py:151} INFO - page 207 succesfully scraped
[2023-08-29T02:48:26.017+0000] {logging_mixin.py:151} INFO - page 208 succesfully scraped
[2023-08-29T02:48:27.329+0000] {logging_mixin.py:151} INFO - page 209 succesfully scraped
[2023-08-29T02:48:28.796+0000] {logging_mixin.py:151} INFO - page 210 succesfully scraped
[2023-08-29T02:48:29.797+0000] {logging_mixin.py:151} INFO - page 211 succesfully scraped
[2023-08-29T02:48:30.878+0000] {logging_mixin.py:151} INFO - page 212 succesfully scraped
[2023-08-29T02:48:32.181+0000] {logging_mixin.py:151} INFO - page 213 succesfully scraped
[2023-08-29T02:48:33.310+0000] {logging_mixin.py:151} INFO - page 214 succesfully scraped
[2023-08-29T02:48:34.312+0000] {logging_mixin.py:151} INFO - page 215 succesfully scraped
[2023-08-29T02:48:35.058+0000] {logging_mixin.py:151} INFO - page 216 succesfully scraped
[2023-08-29T02:48:35.682+0000] {logging_mixin.py:151} INFO - page 217 succesfully scraped
[2023-08-29T02:48:36.626+0000] {logging_mixin.py:151} INFO - page 218 succesfully scraped
[2023-08-29T02:48:37.648+0000] {logging_mixin.py:151} INFO - page 219 succesfully scraped
[2023-08-29T02:48:38.445+0000] {logging_mixin.py:151} INFO - page 220 succesfully scraped
[2023-08-29T02:48:39.617+0000] {logging_mixin.py:151} INFO - page 221 succesfully scraped
[2023-08-29T02:48:40.791+0000] {logging_mixin.py:151} INFO - page 222 succesfully scraped
[2023-08-29T02:48:42.124+0000] {logging_mixin.py:151} INFO - page 223 succesfully scraped
[2023-08-29T02:48:43.345+0000] {logging_mixin.py:151} INFO - page 224 succesfully scraped
[2023-08-29T02:48:44.395+0000] {logging_mixin.py:151} INFO - page 225 succesfully scraped
[2023-08-29T02:48:45.288+0000] {logging_mixin.py:151} INFO - page 226 succesfully scraped
[2023-08-29T02:48:46.446+0000] {logging_mixin.py:151} INFO - page 227 succesfully scraped
[2023-08-29T02:48:47.441+0000] {logging_mixin.py:151} INFO - page 228 succesfully scraped
[2023-08-29T02:48:48.622+0000] {logging_mixin.py:151} INFO - page 229 succesfully scraped
[2023-08-29T02:48:49.696+0000] {logging_mixin.py:151} INFO - page 230 succesfully scraped
[2023-08-29T02:48:50.334+0000] {logging_mixin.py:151} INFO - page 231 succesfully scraped
[2023-08-29T02:48:51.326+0000] {logging_mixin.py:151} INFO - page 232 succesfully scraped
